src,dest
CALM3,RASGRF1
CALM3,RASGRF2
CALML3,ADCY1
CALML3,ADCY2
CALML3,ADCY3
CALML3,ADCY4
CALML3,ADCY5
CALML3,ADCY6
CALML3,ADCY7
CALML3,ADCY8
CALML3,ADCY9
CALML3,CALML4
CALML3,CAMK1
CALML3,CAMK1D
CALML3,CAMK1G
CALML3,CAMK2A
CALML3,CAMK2B
CALML3,CAMK2D
CALML3,CAMK2G
CALML3,CAMK4
CALML3,CAMKK2
CALML3,MYLK
CALML3,MYLK2
CALML3,MYLK3
CALML3,MYLK4
CALML3,NOS1
CALML3,NOS2
CALML3,NOS3
CALML3,PDE1A
CALML3,PDE1B
CALML3,PDE1C
CALML3,PPP3CA
CALML3,PPP3CB
CALML3,PPP3CC
CALML3,PPP3R1
CALML3,PPP3R2
CALML3,PYGB
CALML3,PYGL
CALML3,PYGM
CALML3,RASGRF1
CALML3,RASGRF2
CALML4,ADCY1
CALML4,ADCY2
CALML4,ADCY3
CALML4,ADCY4
CALML4,ADCY5
CALML4,ADCY6
CALML4,ADCY7
CALML4,ADCY8
CALML4,ADCY9
CALML4,CAMK1
CALML4,CAMK1D
CALML4,CAMK1G
CALML4,CAMK2A
CALML4,CAMK2B
CALML4,CAMK2D
CALML4,CAMK2G
CALML4,CAMK4
CALML4,CAMKK2
CALML4,MYLK
CALML4,MYLK2
CALML4,MYLK3
CALML4,MYLK4
CALML4,NOS1
CALML4,NOS2
CALML4,NOS3
CALML4,PDE1A
CALML4,PDE1B
CALML4,PDE1C
CALML4,PPP3CA
CALML4,PPP3CB
CALML4,PPP3CC
CALML4,PPP3R1
CALML4,PPP3R2
CALML4,PYGB
CALML4,PYGL
CALML4,PYGM
CALML4,RASGRF1
CALML4,RASGRF2
CALML5,ADCY1
CALML5,ADCY2
CALML5,ADCY3
CALML5,ADCY4
CALML5,ADCY5
CALML5,ADCY6
CALML5,ADCY7
CALML5,ADCY8
CALML5,ADCY9
CALML5,CALM1
CALML5,CALM2
CALML5,CALM3
CALML5,CALML3
CALML5,CALML4
CALML5,CAMK1
CALML5,CAMK1D
CALML5,CAMK1G
CALML5,CAMK2A
CALML5,CAMK2B
CALML5,CAMK2D
CALML5,CAMK2G
CALML5,CAMK4
CALML5,CAMKK2
CALML5,MYLK
CALML5,MYLK2
CALML5,MYLK3
CALML5,MYLK4
CALML5,NOS1
CALML5,NOS2
CALML5,NOS3
CALML5,PDE1A
CALML5,PDE1B
CALML5,PDE1C
CALML5,PHKB
CALML5,PHKG1
CALML5,PHKG2
CALML5,PPP3CA
CALML5,PPP3CB
CALML5,PPP3CC
CALML5,PPP3R1
CALML5,PPP3R2
CALML5,PYGB
CALML5,PYGL
CALML5,PYGM
CALML5,RASGRF1
CALML5,RASGRF2
CALML6,ADCY1
CALML6,ADCY2
CALML6,ADCY3
CALML6,ADCY4
CALML6,ADCY5
CALML6,ADCY6
CALML6,ADCY7
CALML6,ADCY8
CALML6,ADCY9
CALML6,CALM1
CALML6,CALM2
CALML6,CALM3
CALML6,CALML3
CALML6,CALML4
CALML6,CALML5
CALML6,CAMK1
CALML6,CAMK1D
CALML6,CAMK1G
CALML6,CAMK2A
CALML6,CAMK2B
CALML6,CAMK2D
CALML6,CAMK2G
CALML6,CAMK4
CALML6,CAMKK2
CALML6,MYLK
CALML6,MYLK2
CALML6,MYLK3
CALML6,MYLK4
CALML6,NOS1
CALML6,NOS2
CALML6,NOS3
CALML6,PDE1A
CALML6,PDE1B
CALML6,PDE1C
CALML6,PHKB
CALML6,PHKG1
CALML6,PHKG2
CALML6,PPP3CA
CALML6,PPP3CB
CALML6,PPP3CC
CALML6,PPP3R1
CALML6,PPP3R2
CALML6,PYGB
CALML6,PYGL
CALML6,PYGM
CALML6,RASGRF1
CALML6,RASGRF2
CAMK1,CALM1
CAMK1,CALM2
CAMK1,CALM3
CAMK1,CALML3
CAMK1,CALML4
CAMK1,CALML5
CAMK1,CALML6
CAMK1,NOS3
CAMK1D,CALM1
CAMK1D,CALM2
CAMK1D,CALM3
CAMK1D,CALML3
CAMK1D,CALML4
CAMK1D,CALML5
CAMK1D,CALML6
CAMK1D,NOS3
CAMK1G,CALM1
CAMK1G,CALM2
CAMK1G,CALM3
CAMK1G,CALML3
CAMK1G,CALML4
CAMK1G,CALML5
CAMK1G,CALML6
CAMK1G,NOS3
CAMK2A,ADCY1
CAMK2A,ADCY2
CAMK2A,ADCY3
CAMK2A,ADCY4
CAMK2A,ADCY5
CAMK2A,ADCY6
CAMK2A,ADCY7
CAMK2A,ADCY8
CAMK2A,ADCY9
CAMK2A,ATF4
CAMK2A,CALM1
CAMK2A,CALM2
CAMK2A,CALM3
CAMK2A,CALML3
CAMK2A,CALML4
CAMK2A,CALML5
CAMK2A,CALML6
CAMK2A,CREBBP
CAMK2A,EP300
CAMK2A,FOXO1
CAMK2A,NOS3
CAMK2A,PDE10A
CAMK2A,PDE3A
CAMK2A,PDE3B
CAMK2A,PDE4A
CAMK2A,PDE4B
CAMK2A,PDE4C
CAMK2A,PDE4D
CAMK2B,ADCY1
CAMK2B,ADCY2
CAMK2B,ADCY3
CAMK2B,ADCY4
CAMK2B,ADCY5
CAMK2B,ADCY6
CAMK2B,ADCY7
CAMK2B,ADCY8
CAMK2B,ADCY9
CAMK2B,ATF4
CAMK2B,CALM1
CAMK2B,CALM2
CAMK2B,CALM3
CAMK2B,CALML3
CAMK2B,CALML4
CAMK2B,CALML5
CAMK2B,CALML6
CAMK2B,CREBBP
CAMK2B,EP300
CAMK2B,FOXO1
CAMK2B,NOS3
CAMK2B,PDE10A
CAMK2B,PDE3A
CAMK2B,PDE3B
CAMK2B,PDE4A
CAMK2B,PDE4B
CAMK2B,PDE4C
CAMK2B,PDE4D
CAMK2D,ADCY1
CAMK2D,ADCY2
CAMK2D,ADCY3
CAMK2D,ADCY4
CAMK2D,ADCY5
CAMK2D,ADCY6
CAMK2D,ADCY7
CAMK2D,ADCY8
CAMK2D,ADCY9
CAMK2D,ATF4
CAMK2D,CALM1
CAMK2D,CALM2
CAMK2D,CALM3
CAMK2D,CALML3
CAMK2D,CALML4
CAMK2D,CALML5
CAMK2D,CALML6
CAMK2D,CREBBP
CAMK2D,EP300
CAMK2D,FOXO1
CAMK2D,NOS3
CAMK2D,PDE10A
CAMK2D,PDE3A
CAMK2D,PDE3B
CAMK2D,PDE4A
CAMK2D,PDE4B
CAMK2D,PDE4C
CAMK2D,PDE4D
CAMK2G,ADCY1
CAMK2G,ADCY2
CAMK2G,ADCY3
CAMK2G,ADCY4
CAMK2G,ADCY5
CAMK2G,ADCY6
CAMK2G,ADCY7
CAMK2G,ADCY8
CAMK2G,ADCY9
CAMK2G,ATF4
CAMK2G,CALM1
CAMK2G,CALM2
CAMK2G,CALM3
CAMK2G,CALML3
CAMK2G,CALML4
CAMK2G,CALML5
CAMK2G,CALML6
CAMK2G,CREBBP
CAMK2G,EP300
CAMK2G,FOXO1
CAMK2G,NOS3
CAMK2G,PDE10A
CAMK2G,PDE3A
CAMK2G,PDE3B
CAMK2G,PDE4A
CAMK2G,PDE4B
CAMK2G,PDE4C
CAMK2G,PDE4D
CAMK4,ADCY1
CAMK4,ADCY2
CAMK4,ADCY3
CAMK4,ADCY4
CAMK4,ADCY5
CAMK4,ADCY6
CAMK4,ADCY7
CAMK4,ADCY8
CAMK4,ADCY9
CAMK4,ATF4
CAMK4,CALM1
CAMK4,CALM2
CAMK4,CALM3
CAMK4,CALML3
CAMK4,CALML4
CAMK4,CALML5
CAMK4,CALML6
CAMK4,HDAC4
CAMK4,HDAC5
CAMK4,NOS3
CAMK4,PDE10A
CAMK4,PDE3A
CAMK4,PDE3B
CAMK4,PDE4A
CAMK4,PDE4B
CAMK4,PDE4C
CAMK4,PDE4D
CAMKK2,PRKAA1
CAMKK2,PRKAA2
CAMKK2,PRKAB1
CAMKK2,PRKAB2
CAMKK2,PRKAG1
CAMKK2,PRKAG2
CAMKK2,PRKAG3
CARD11,BCL10
CARD16,CASP1
CARD17,CASP1
CARD18,CASP1
CARD6,RIPK2
CARD9,BCL10
CARD9,CASP8
CARD9,CHUK
CARD9,IKBKB
CARD9,MAPK1
CARD9,MAPK10
CARD9,MAPK11
CARD9,MAPK12
CARD9,MAPK13
CARD9,MAPK14
CARD9,MAPK3
CARD9,MAPK8
CARD9,MAPK9
CARD9,PIK3CA
CARD9,PIK3CB
CARD9,PIK3CD
CARD9,PIK3R1
CARD9,PIK3R2
CARD9,PIK3R3
CARD9,RIPK2
CASP1,GSDMD
CASP1,IL18
CASP1,IL1B
CASP10,CASP3
CASP10,CASP7
CASP10,CHUK
CASP10,IKBKB
CASP12,CASP1
CASP3,MAP3K1
CASP3,PAK1
CASP3,PAK2
CASP3,STK3
CASP3,STK4
CASP4,GSDMD
CASP5,GSDMD
CASP8,CASP1
CASP8,CASP10
CASP8,CASP3
CASP8,CASP7
CASP8,CHUK
CASP8,FADD
CASP8,IKBKB
CASP8,PYCARD
CASP9,CASP3
CASQ1,ASPH
CASQ1,RYR1
CASQ1,RYR2
CASQ1,RYR3
CASQ1,TRDN
CASQ2,ASPH
CASQ2,RYR1
CASQ2,RYR2
CASQ2,RYR3
CASQ2,TRDN
CASR,PLCB1
CASR,PLCB2
CASR,PLCB3
CASR,PLCB4
CASTOR1,CASTOR2
CASTOR1,MIOS
CASTOR1,SEC13
CASTOR1,SEH1L
CASTOR1,WDR24
CASTOR1,WDR59
CBLB,CLEC6A
CBLB,CLEC7A
CBLB,FYN
CBLB,LCK
CBLB,SYK
CBLB,ZAP70
CCKAR,GNA11
CCKAR,GNA14
CCKAR,GNA15
CCKAR,GNAQ
CCKBR,GNA11
CCKBR,GNA14
CCKBR,GNA15
CCKBR,GNAQ
CCL1,CCR1
CCL1,CCR10
CCL1,CCR2
CCL1,CCR3
CCL1,CCR4
CCL1,CCR5
CCL1,CCR6
CCL1,CCR7
CCL1,CCR8
CCL1,CCR9
CCL1,CX3CR1
CCL1,CXCR1
CCL1,CXCR2
CCL1,CXCR4
CCL1,CXCR5
CCL1,CXCR6
CCL1,XCR1
CCL11,CCR1
CCL11,CCR10
CCL11,CCR2
CCL11,CCR3
CCL11,CCR4
CCL11,CCR5
CCL11,CCR6
CCL11,CCR7
CCL11,CCR8
CCL11,CCR9
CCL11,CX3CR1
CCL11,CXCR1
CCL11,CXCR2
CCL11,CXCR4
CCL11,CXCR5
CCL11,CXCR6
CCL11,XCR1
CCL13,CCR1
CCL13,CCR10
CCL13,CCR2
CCL13,CCR3
CCL13,CCR4
CCL13,CCR5
CCL13,CCR6
CCL13,CCR7
CCL13,CCR8
CCL13,CCR9
CCL13,CX3CR1
CCL13,CXCR1
CCL13,CXCR2
CCL13,CXCR4
CCL13,CXCR5
CCL13,CXCR6
CCL13,XCR1
CCL14,CCR1
CCL14,CCR10
CCL14,CCR2
CCL14,CCR3
CCL14,CCR4
CCL14,CCR5
CCL14,CCR6
CCL14,CCR7
CCL14,CCR8
CCL14,CCR9
CCL14,CX3CR1
CCL14,CXCR1
CCL14,CXCR2
CCL14,CXCR4
CCL14,CXCR5
CCL14,CXCR6
CCL14,XCR1
CCL15,CCR1
CCL15,CCR10
CCL15,CCR2
CCL15,CCR3
CCL15,CCR4
CCL15,CCR5
CCL15,CCR6
CCL15,CCR7
CCL15,CCR8
CCL15,CCR9
CCL15,CX3CR1
CCL15,CXCR1
CCL15,CXCR2
CCL15,CXCR4
CCL15,CXCR5
CCL15,CXCR6
CCL15,XCR1
CCL16,CCR1
CCL16,CCR10
CCL16,CCR2
CCL16,CCR3
CCL16,CCR4
CCL16,CCR5
CCL16,CCR6
CCL16,CCR7
CCL16,CCR8
CCL16,CCR9
CCL16,CX3CR1
CCL16,CXCR1
CCL16,CXCR2
CCL16,CXCR4
CCL16,CXCR5
CCL16,CXCR6
CCL16,XCR1
CCL17,CCR1
CCL17,CCR10
CCL17,CCR2
CCL17,CCR3
CCL17,CCR4
CCL17,CCR5
CCL17,CCR6
CCL17,CCR7
CCL17,CCR8
CCL17,CCR9
CCL17,CX3CR1
CCL17,CXCR1
CCL17,CXCR2
CCL17,CXCR4
CCL17,CXCR5
CCL17,CXCR6
CCL17,XCR1
CCL18,CCR1
CCL18,CCR10
CCL18,CCR2
CCL18,CCR3
CCL18,CCR4
CCL18,CCR5
CCL18,CCR6
CCL18,CCR7
CCL18,CCR8
CCL18,CCR9
CCL18,CX3CR1
CCL18,CXCR1
CCL18,CXCR2
CCL18,CXCR4
CCL18,CXCR5
CCL18,CXCR6
CCL18,XCR1
CCL19,CCR1
CCL19,CCR10
CCL19,CCR2
CCL19,CCR3
CCL19,CCR4
CCL19,CCR5
CCL19,CCR6
CCL19,CCR7
CCL19,CCR8
CCL19,CCR9
CCL19,CX3CR1
CCL19,CXCR1
CCL19,CXCR2
CCL19,CXCR4
CCL19,CXCR5
CCL19,CXCR6
CCL19,XCR1
CCL2,CCR1
CCL2,CCR10
CCL2,CCR2
CCL2,CCR3
CCL2,CCR4
CCL2,CCR5
CCL2,CCR6
CCL2,CCR7
CCL2,CCR8
CCL2,CCR9
CCL2,CX3CR1
CCL2,CXCR1
CCL2,CXCR2
CCL2,CXCR4
CCL2,CXCR5
CCL2,CXCR6
CCL2,XCR1
CCL20,CCR1
CCL20,CCR10
CCL20,CCR2
CCL20,CCR3
CCL20,CCR4
CCL20,CCR5
CCL20,CCR6
CCL20,CCR7
CCL20,CCR8
CCL20,CCR9
CCL20,CX3CR1
CCL20,CXCR1
CCL20,CXCR2
CCL20,CXCR4
CCL20,CXCR5
CCL20,CXCR6
CCL20,XCR1
CCL21,CCR1
CCL21,CCR10
CCL21,CCR2
CCL21,CCR3
CCL21,CCR4
CCL21,CCR5
CCL21,CCR6
CCL21,CCR7
CCL21,CCR8
CCL21,CCR9
CCL21,CX3CR1
CCL21,CXCR1
CCL21,CXCR2
CCL21,CXCR4
CCL21,CXCR5
CCL21,CXCR6
CCL21,XCR1
CCL22,CCR1
CCL22,CCR10
CCL22,CCR2
CCL22,CCR3
CCL22,CCR4
CCL22,CCR5
CCL22,CCR6
CCL22,CCR7
CCL22,CCR8
CCL22,CCR9
CCL22,CX3CR1
CCL22,CXCR1
CCL22,CXCR2
CCL22,CXCR4
CCL22,CXCR5
CCL22,CXCR6
CCL22,XCR1
CCL23,CCR1
CCL23,CCR10
CCL23,CCR2
CCL23,CCR3
CCL23,CCR4
CCL23,CCR5
CCL23,CCR6
CCL23,CCR7
CCL23,CCR8
CCL23,CCR9
CCL23,CX3CR1
CCL23,CXCR1
CCL23,CXCR2
CCL23,CXCR4
CCL23,CXCR5
CCL23,CXCR6
CCL23,XCR1
CCL24,CCR1
CCL24,CCR10
CCL24,CCR2
CCL24,CCR3
CCL24,CCR4
CCL24,CCR5
CCL24,CCR6
CCL24,CCR7
CCL24,CCR8
CCL24,CCR9
CCL24,CX3CR1
CCL24,CXCR1
CCL24,CXCR2
CCL24,CXCR4
CCL24,CXCR5
CCL24,CXCR6
CCL24,XCR1
CCL25,CCR1
CCL25,CCR10
CCL25,CCR2
CCL25,CCR3
CCL25,CCR4
CCL25,CCR5
CCL25,CCR6
CCL25,CCR7
CCL25,CCR8
CCL25,CCR9
CCL25,CX3CR1
CCL25,CXCR1
CCL25,CXCR2
CCL25,CXCR4
CCL25,CXCR5
CCL25,CXCR6
CCL25,XCR1
CCL26,CCR1
CCL26,CCR10
CCL26,CCR2
CCL26,CCR3
CCL26,CCR4
CCL26,CCR5
CCL26,CCR6
CCL26,CCR7
CCL26,CCR8
CCL26,CCR9
CCL26,CX3CR1
CCL26,CXCR1
CCL26,CXCR2
CCL26,CXCR4
CCL26,CXCR5
CCL26,CXCR6
CCL26,XCR1
CCL27,CCR1
CCL27,CCR10
CCL27,CCR2
CCL27,CCR3
CCL27,CCR4
CCL27,CCR5
CCL27,CCR6
CCL27,CCR7
CCL27,CCR8
CCL27,CCR9
CCL27,CX3CR1
CCL27,CXCR1
CCL27,CXCR2
CCL27,CXCR4
CCL27,CXCR5
CCL27,CXCR6
CCL27,XCR1
CCL28,CCR1
CCL28,CCR10
CCL28,CCR2
CCL28,CCR3
CCL28,CCR4
CCL28,CCR5
CCL28,CCR6
CCL28,CCR7
CCL28,CCR8
CCL28,CCR9
CCL28,CX3CR1
CCL28,CXCR1
CCL28,CXCR2
CCL28,CXCR4
CCL28,CXCR5
CCL28,CXCR6
CCL28,XCR1
CCL3,CCR1
CCL3,CCR10
CCL3,CCR2
CCL3,CCR3
CCL3,CCR4
CCL3,CCR5
CCL3,CCR6
CCL3,CCR7
CCL3,CCR8
CCL3,CCR9
CCL3,CX3CR1
CCL3,CXCR1
CCL3,CXCR2
CCL3,CXCR4
CCL3,CXCR5
CCL3,CXCR6
CCL3,XCR1
CCL3L1,CCR1
CCL3L1,CCR10
CCL3L1,CCR2
CCL3L1,CCR3
CCL3L1,CCR4
CCL3L1,CCR5
CCL3L1,CCR6
CCL3L1,CCR7
CCL3L1,CCR8
CCL3L1,CCR9
CCL3L1,CX3CR1
CCL3L1,CXCR1
CCL3L1,CXCR2
CCL3L1,CXCR4
CCL3L1,CXCR5
CCL3L1,CXCR6
CCL3L1,XCR1
CCL3L3,CCR1
CCL3L3,CCR10
CCL3L3,CCR2
CCL3L3,CCR3
CCL3L3,CCR4
CCL3L3,CCR5
CCL3L3,CCR6
CCL3L3,CCR7
CCL3L3,CCR8
CCL3L3,CCR9
CCL3L3,CX3CR1
CCL3L3,CXCR1
CCL3L3,CXCR2
CCL3L3,CXCR4
CCL3L3,CXCR5
CCL3L3,CXCR6
CCL3L3,XCR1
CCL4,CCR1
CCL4,CCR10
CCL4,CCR2
CCL4,CCR3
CCL4,CCR4
CCL4,CCR5
CCL4,CCR6
CCL4,CCR7
CCL4,CCR8
CCL4,CCR9
CCL4,CX3CR1
CCL4,CXCR1
CCL4,CXCR2
CCL4,CXCR4
CCL4,CXCR5
CCL4,CXCR6
CCL4,XCR1
CCL4L1,CCR1
CCL4L1,CCR10
CCL4L1,CCR2
CCL4L1,CCR3
CCL4L1,CCR4
CCL4L1,CCR5
CCL4L1,CCR6
CCL4L1,CCR7
CCL4L1,CCR8
CCL4L1,CCR9
CCL4L1,CX3CR1
CCL4L1,CXCR1
CCL4L1,CXCR2
CCL4L1,CXCR4
CCL4L1,CXCR5
CCL4L1,CXCR6
CCL4L1,XCR1
CCL4L2,CCR1
CCL4L2,CCR10
CCL4L2,CCR2
CCL4L2,CCR3
CCL4L2,CCR4
CCL4L2,CCR5
CCL4L2,CCR6
CCL4L2,CCR7
CCL4L2,CCR8
CCL4L2,CCR9
CCL4L2,CX3CR1
CCL4L2,CXCR1
CCL4L2,CXCR2
CCL4L2,CXCR4
CCL4L2,CXCR5
CCL4L2,CXCR6
CCL4L2,XCR1
CCL5,CCR1
CCL5,CCR10
CCL5,CCR2
CCL5,CCR3
CCL5,CCR4
CCL5,CCR5
CCL5,CCR6
CCL5,CCR7
CCL5,CCR8
CCL5,CCR9
CCL5,CX3CR1
CCL5,CXCR1
CCL5,CXCR2
CCL5,CXCR4
CCL5,CXCR5
CCL5,CXCR6
CCL5,XCR1
CCL7,CCR1
CCL7,CCR10
CCL7,CCR2
CCL7,CCR3
CCL7,CCR4
CCL7,CCR5
CCL7,CCR6
CCL7,CCR7
CCL7,CCR8
CCL7,CCR9
CCL7,CX3CR1
CCL7,CXCR1
CCL7,CXCR2
CCL7,CXCR4
CCL7,CXCR5
CCL7,CXCR6
CCL7,XCR1
CCL8,CCR1
CCL8,CCR10
CCL8,CCR2
CCL8,CCR3
CCL8,CCR4
CCL8,CCR5
CCL8,CCR6
CCL8,CCR7
CCL8,CCR8
CCL8,CCR9
CCL8,CX3CR1
CCL8,CXCR1
CCL8,CXCR2
CCL8,CXCR4
CCL8,CXCR5
CCL8,CXCR6
CCL8,XCR1
CCNB1,CCNB2
CCNB1,CDK1
CCNB2,CDK1
CCND1,CCND2
CCND1,CCND3
CCND1,CCNE1
CCND1,CCNE2
CCND2,CCND3
CCND2,CCNE1
CCND2,CCNE2
CCND3,CCNE1
CCND3,CCNE2
CCNE1,CCNE2
CCR1,GNAI1
CCR1,GNAI2
CCR1,GNAI3
CCR1,GNAQ
CCR1,JAK2
CCR1,JAK3
CCR10,GNAI1
CCR10,GNAI2
CCR10,GNAI3
CCR10,GNAQ
CCR10,JAK2
CCR10,JAK3
CCR2,GNAI1
CCR2,GNAI2
CCR2,GNAI3
CCR2,GNAQ
CCR2,JAK2
CCR2,JAK3
CCR3,GNAI1
CCR3,GNAI2
CCR3,GNAI3
CCR3,GNAQ
CCR3,JAK2
CCR3,JAK3
CCR4,GNAI1
CCR4,GNAI2
CCR4,GNAI3
CCR4,GNAQ
CCR4,JAK2
CCR4,JAK3
CCR5,GNAI1
CCR5,GNAI2
CCR5,GNAI3
CCR5,GNAQ
CCR5,JAK2
CCR5,JAK3
CCR6,GNAI1
CCR6,GNAI2
CCR6,GNAI3
CCR6,GNAQ
CCR6,JAK2
CCR6,JAK3
CCR7,GNAI1
CCR7,GNAI2
CCR7,GNAI3
CCR7,GNAQ
CCR7,JAK2
CCR7,JAK3
CCR8,GNAI1
CCR8,GNAI2
CCR8,GNAI3
CCR8,GNAQ
CCR8,JAK2
CCR8,JAK3
CCR9,GNAI1
CCR9,GNAI2
CCR9,GNAI3
CCR9,GNAQ
CCR9,JAK2
CCR9,JAK3
CD14,TAB1
CD14,TLR4
CD19,PIK3CA
CD19,PIK3CB
CD19,PIK3CD
CD19,PIK3R1
CD19,PIK3R2
CD19,PIK3R3
CD19,VAV1
CD19,VAV2
CD19,VAV3
CD209,LSP1
CD247,FYN
CD28,GRB2
CD28,PIK3CA
CD28,PIK3CB
CD28,PIK3CD
CD28,PIK3R1
CD28,PIK3R2
CD28,PIK3R3
CD3E,FYN
CD4,LCK
CD40,TRAF2
CD40,TRAF3
CD40,TRAF6
CD8A,LCK
CD8B,LCK
CDC37,AKT1
CDC37,AKT2
CDC37,AKT3
CDC37,HSP90AA1
CDC37,HSP90AB1
CDC37,HSP90B1
CDC42,ACTB
CDC42,ACTG1
CDC42,MAP3K1
CDC42,MAP3K5
CDC42,MAPK10
CDC42,MAPK11
CDC42,MAPK12
CDC42,MAPK13
CDC42,MAPK14
CDC42,MAPK8
CDC42,MAPK9
CDC42,PAK1
CDC42,PAK2
CDC42,PARD3
CDC42,PARD6A
CDC42,PARD6B
CDC42,PARD6G
CDC42,PRKCI
CDC42,PRKCZ
CDC42,TIAM1
CDH1,RAPGEF1
CDK2,CCND1
CDK2,CCND2
CDK2,CCND3
CDK2,CCNE1
CDK2,CCNE2
CDK2,CDK4
CDK2,CDK6
CDK2,FOXO1
CDK2,FOXO3
CDK4,CCND1
CDK4,CCND2
CDK4,CCND3
CDK4,CCNE1
CDK4,CCNE2
CDK4,CDK6
CDK6,CCND1
CDK6,CCND2
CDK6,CCND3
CDK6,CCNE1
CDK6,CCNE2
CDKN1A,CCND1
CDKN1A,CCND2
CDKN1A,CCND3
CDKN1A,CCNE1
CDKN1A,CCNE2
CDKN1A,CDK2
CDKN1A,CDK4
CDKN1A,CDK6
CDKN1B,CCND1
CDKN1B,CCND2
CDKN1B,CCND3
CDKN1B,CCNE1
CDKN1B,CCNE2
CDKN1B,CDK2
CDKN1B,CDK4
CDKN1B,CDK6
CDKN2A,MDM2
CEBPB,CCL2
CEBPB,CCL20
CEBPB,CCL7
CEBPB,CSF2
CEBPB,CSF3
CEBPB,CXCL1
CEBPB,CXCL10
CEBPB,CXCL2
CEBPB,CXCL3
CEBPB,CXCL5
CEBPB,CXCL6
CEBPB,CXCL8
CEBPB,DEFB4A
CEBPB,DEFB4B
CEBPB,IL6
CEBPB,LCN2
CEBPB,MMP1
CEBPB,MMP13
CEBPB,MMP3
CEBPB,MMP9
CEBPB,MUC5B
CEBPB,PTGS2
CEBPB,S100A7
CEBPB,S100A7A
CEBPB,S100A8
CEBPB,S100A9
CEBPB,TNF
CER1,WNT1
CER1,WNT10A
CER1,WNT10B
CER1,WNT11
CER1,WNT16
CER1,WNT2
CER1,WNT2B
CER1,WNT3
CER1,WNT3A
CER1,WNT4
CER1,WNT5A
CER1,WNT5B
CER1,WNT6
CER1,WNT7A
CER1,WNT7B
CER1,WNT8A
CER1,WNT8B
CER1,WNT9A
CER1,WNT9B
CFLAR,CASP8
CGA,ADCYAP1R1
CGA,ADORA2A
CGA,ADRB1
CGA,DRD1
CGA,DRD5
CGA,FSHR
CGA,GIPR
CGA,GLP1R
CGA,HTR4
CGA,HTR6
CGA,LHCGR
CGA,MC2R
CGA,NPR1
CGA,PTGER2
CGA,TSHR
CGA,VIPR2
CHAD,ITGA1
CHAD,ITGA10
CHAD,ITGA11
CHAD,ITGA2
CHAD,ITGA2B
CHAD,ITGA3
CHAD,ITGA4
CHAD,ITGA5
CHAD,ITGA6
CHAD,ITGA7
CHAD,ITGA8
CHAD,ITGA9
CHAD,ITGAV
CHAD,ITGB1
CHAD,ITGB3
CHAD,ITGB4
CHAD,ITGB5
CHAD,ITGB6
CHAD,ITGB7
CHAD,ITGB8
CHAD,PTK2
CHD8,CTNNB1
CHEK1,TP53
CHEK2,TP53
CHRD,AMH
CHRD,BMP2
CHRD,BMP4
CHRD,BMP5
CHRD,BMP6
CHRD,BMP7
CHRD,BMP8A
CHRD,BMP8B
CHRD,GDF5
CHRD,GDF6
CHRD,GDF7
CHRM1,CHRM2
CHRM1,F2R
CHRM1,GNA11
CHRM1,GNA14
CHRM1,GNA15
CHRM1,GNAI1
CHRM1,GNAI2
CHRM1,GNAI3
CHRM1,GNAL
CHRM1,GNAQ
CHRM1,GNAS
CHRM1,GNB1
CHRM1,GNB2
CHRM1,GNB3
CHRM1,GNB4
CHRM1,GNG10
CHRM1,GNG11
CHRM1,GNG12
CHRM1,GNG13
CHRM1,GNG2
CHRM1,GNG3
CHRM1,GNG4
CHRM1,GNG5
CHRM1,GNG7
CHRM1,GNG8
CHRM1,GNGT1
CHRM1,GNGT2
CHRM1,LPAR1
CHRM1,LPAR2
CHRM1,LPAR3
CHRM1,LPAR5
CHRM1,PIK3CG
CHRM1,PIK3R5
CHRM1,PIK3R6
CHRM2,F2R
CHRM2,GNA11
CHRM2,GNA14
CHRM2,GNA15
CHRM2,GNAI1
CHRM2,GNAI2
CHRM2,GNAI3
CHRM2,GNAQ
CHRM2,GNB1
CHRM2,GNB2
CHRM2,GNB3
CHRM2,GNB4
CHRM2,GNG10
CHRM2,GNG11
CHRM2,GNG12
CHRM2,GNG13
CHRM2,GNG2
CHRM2,GNG3
CHRM2,GNG4
CHRM2,GNG5
CHRM2,GNG7
CHRM2,GNG8
CHRM2,GNGT1
CHRM2,GNGT2
CHRM2,LPAR1
CHRM2,LPAR2
CHRM2,LPAR3
CHRM2,LPAR5
CHRM2,PIK3CG
CHRM2,PIK3R5
CHRM2,PIK3R6
CHRM3,GNA11
CHRM3,GNA14
CHRM3,GNA15
CHRM3,GNAL
CHRM3,GNAQ
CHRM3,GNAS
CHRM5,GNAL
CHRM5,GNAS
CHUK,FOXO1
CHUK,FOXO3
CHUK,IKBKB
CHUK,IRF7
CHUK,IRS1
CHUK,IRS2
CHUK,MTOR
CHUK,NFKB1
CHUK,NFKB2
CHUK,NFKBIA
CHUK,NFKBIB
CHUK,NFKBIE
CHUK,PTEN
CHUK,RELA
CHUK,RELB
CIR1,NCOR2
CIR1,RBPJ
CIR1,RBPJL
CISH,PRLR
CISH,STAT1
CISH,STAT2
CISH,STAT3
CISH,STAT4
CISH,STAT5A
CISH,STAT5B
CISH,STAT6
CLEC1B,SYK
CLEC4D,FCER1G
CLEC4E,CLEC4D
CLEC4E,FCER1G
CLEC4M,LSP1
CLEC6A,FCER1G
CLEC7A,LSP1
